id_venta,producto,precio,fecha,cantidad,nombre_cliente,email_cliente,dirección_cliente,mes,total_venta
v01397,COLLAR,66,18/01/2023,6,Gabriel Anderson,matthewburnett@example.com,"90588 Christina Common, Mcbridefort, RI 97821",1,"396,00"
v01398,ANILLO,233,20/06/2022,1,Jean Hall,mcphersonjesus@example.net,"1890 Horton Meadow Apt. 121, Melanieton, OR 40046",6,"233,00"
v01399,ANILLO,418,23/05/2023,4,Brandon Elliott,dominicwood@example.com,"756 Teresa Fields Apt. 112, Jordanchester, UT 21057",5,"1.672,00"
v014,ANILLO,321,30/09/2022,8,Katherine Cortez,mcleanheather@example.com,"9744 Miles Branch, New Kylemouth, ME 71589",9,"2.568,00"
v0140,ARETES,281,31/07/2022,4,Janet Robinson,dblack@example.com,"64677 Lori Plain Apt. 512, Kellymouth, IL 25773",7,"1.124,00"
v01400,COLLAR,110,13/12/2022,9,Amy Castillo,valerie75@example.com,"6784 Tonya Wells, Lake Michaelstad, PR 74853",12,"990,00"
v01401,PULSERA,312,25/11/2022,3,Kelly Ayers,gonzalezmark@example.org,"628 Raymond Turnpike Apt. 025, Travisside, MA 72114",11,"936,00"
v01402,COLLAR,106,27/11/2022,10,Kathleen Salazar,davisrandy@example.com,"USCGC Kelley, FPO AP 00807",11,"1.060,00"
v01403,PULSERA,144,07/11/2022,1,Kerry Pierce,denise94@example.com,"136 Chelsea Divide, Guzmanberg, MI 42085",11,"144,00"
v01404,COLLAR,59,26/02/2023,8,John Harrison,mli@example.com,"75634 Schwartz Land Suite 785, Barbarafort, OH 77588",2,"472,00"
v01405,ARETES,335,26/12/2022,8,Sarah Boyd,gsnyder@example.net,"8075 Gabriella View, South Nathanville, PW 96102",12,"2.680,00"
v01406,ARETES,84,13/11/2022,5,Charles Brown,bautistajulie@example.net,"USNS Turner, FPO AE 06369",11,"420,00"
v01407,ANILLO,444,02/11/2022,3,Sean Garcia,russelljohn@example.com,"25765 Taylor Pass Suite 788, Julianview, KS 98683",11,"1.332,00"
v01408,PULSERA,245,01/05/2023,4,Marcus Joseph,renee10@example.org,"084 Morris Courts, Port Nancy, MT 47202",5,"980,00"
v01409,ANILLO,203,06/09/2022,10,Amber Hart,annette04@example.com,"4605 Helen Stream Suite 367, New Melissachester, FM 35903",9,"2.030,00"
v0141,ARETES,128,10/01/2023,2,Craig Clark,sharon25@example.com,"08242 Mcclain Square Apt. 113, Lake Robertberg, SC 19126",1,"256,00"
v01410,ANILLO,420,30/05/2023,8,Kathryn Baird,lindsey45@example.com,"PSC 3281, Box 3646, APO AP 98329",5,"3.360,00"
v01411,ANILLO,441,10/09/2022,8,Karen Underwood,kkirby@example.org,"179 Mike Court Apt. 024, Port Brittany, FL 06659",9,"3.528,00"
v01412,COLLAR,366,15/06/2022,8,Mr. Nicholas Fuller,ginawheeler@example.net,"5085 Jones Views Suite 940, Port Joyside, NC 83273",6,"2.928,00"
v01413,ANILLO,90,17/06/2022,9,Eric Kelley,johnsonjudith@example.net,"45550 Perry Roads Apt. 139, South Jennifer, MA 64294",6,"810,00"
v01414,COLLAR,99,10/05/2023,3,Jimmy Webb,mharrington@example.org,"3078 Hawkins Village, South Melissa, AS 12285",5,"297,00"
v01415,ANILLO,315,08/09/2022,7,Judith Walters,jerry72@example.com,"32843 Hale Forest, Hoffmanstad, NE 03252",9,"2.205,00"
v01416,ARETES,196,18/04/2023,1,Kayla Allen,jennifertyler@example.net,"18278 Trevino Common, Burkestad, IA 09671",4,"196,00"
v01417,ARETES,65,17/08/2022,9,Dr. George Allen,katrinavelazquez@example.org,"PSC 9980, Box 2492, APO AA 34701",8,"585,00"
v01418,PULSERA,154,03/09/2022,4,Scott Thompson,aanderson@example.org,"02693 Sullivan Turnpike, Murrayport, IN 32977",9,"616,00"
v01419,COLLAR,104,12/04/2023,9,Amber Smith,fmarks@example.com,"3490 Erica Street Suite 144, Khanchester, WY 21585",4,"936,00"
v0142,PULSERA,84,21/03/2023,5,John Brown,kroberts@example.net,"4078 Craig Crossing Apt. 862, Brownchester, HI 86272",3,"420,00"
v01420,COLLAR,190,26/11/2022,6,Shannon Avery,rreyes@example.org,"30180 Miller Manors Apt. 976, New Danielfort, LA 47794",11,"1.140,00"
v01421,ARETES,85,27/03/2023,3,Michelle Robbins PhD,nparker@example.net,"913 Smith Green Suite 347, Port Joseph, NH 92443",3,"255,00"
v01422,ANILLO,148,07/11/2022,10,Mary Jordan,baxtermary@example.org,"8476 Walker Expressway Apt. 520, Ronaldshire, AL 53047",11,"1.480,00"
v01423,COLLAR,340,23/08/2022,5,Mark Webster,bethdelgado@example.org,"34367 Gonzalez Expressway Suite 289, Lake Tarachester, PA 95533",8,"1.700,00"
v01424,PULSERA,381,31/12/2022,1,Rachel Riley,julie37@example.com,"6503 Alyssa Turnpike, Turnershire, WA 58258",12,"381,00"
v01425,ARETES,162,12/11/2022,1,Steven Baker,chad17@example.net,"4204 Tiffany Overpass, Michelleshire, LA 86439",11,"162,00"
v01426,ARETES,152,03/08/2022,4,Alexis Jackson,jcline@example.net,"233 Ryan Rapids Suite 783, Ginaborough, WI 87506",8,"608,00"
v01427,ANILLO,79,14/02/2023,3,Jody Hinton,valerie18@example.org,"0454 Andrea Shore, Port Sandra, CO 02973",2,"237,00"
v01428,PULSERA,337,01/11/2022,4,Matthew Bishop,torresjames@example.com,"819 Lewis Row, South Seanhaven, NM 10651",11,"1.348,00"
v01429,ANILLO,275,21/03/2023,9,Bridget Hall,johnsonrichard@example.net,"4252 Sharon Isle, Moonport, MA 39551",3,"2.475,00"
v0143,COLLAR,439,06/05/2023,5,Rachel Barnett,mccallnathan@example.net,"0554 William Skyway Apt. 805, West Karenville, IN 08668",5,"2.195,00"
v01430,ARETES,96,26/11/2022,3,William Rivera,rjohnson@example.org,"5890 Rice Plain Suite 062, Lake Sandra, NM 78219",11,"288,00"
v01431,ARETES,409,25/09/2022,1,Mary Holt,christinadougherty@example.com,"PSC 3173, Box 9548, APO AP 09285",9,"409,00"
v01432,COLLAR,154,16/02/2023,10,Angela Tate,ericreed@example.com,"7673 Dylan Way Apt. 306, West Connor, AZ 49136",2,"1.540,00"
v01433,COLLAR,56,06/04/2023,2,Mark Maxwell,rhondafisher@example.net,"7645 Lindsey Oval, Brownbury, OH 34821",4,"112,00"
v01434,ARETES,456,30/05/2023,1,Elizabeth Barton,katherinecrane@example.org,"95157 James Course, Judystad, ND 21304",5,"456,00"
v01435,ARETES,209,07/06/2023,4,Anthony Anderson,emilyrodriguez@example.net,"Unit 2372 Box 3048, DPO AE 50717",6,"836,00"
v01436,COLLAR,303,02/04/2023,6,Tamara Ford,zstark@example.org,"3812 Martin Mission Apt. 083, Gonzalezville, NY 60090",4,"1.818,00"
v01437,PULSERA,404,17/10/2022,6,Christopher Jackson,umorales@example.org,"68783 Jerry Causeway Apt. 876, Davidsonchester, MO 56647",10,"2.424,00"
v01438,ARETES,428,11/02/2023,1,Robert Perkins,byrdadam@example.org,"81291 Ricky Lodge, Keithfort, UT 50092",2,"428,00"
v01439,COLLAR,157,20/07/2022,1,Elizabeth Hernandez,valerierodriguez@example.com,"Unit 0113 Box 0400, DPO AA 46570",7,"157,00"
v0144,ANILLO,123,07/02/2023,3,Alexis Leblanc,robertsmichele@example.net,"04280 Scott Drive Suite 006, Port Richard, AK 18593",2,"369,00"
v01440,COLLAR,272,31/08/2022,9,Shelia Blanchard,hillleah@example.org,"9234 Douglas Track, Jacquelinestad, KS 23025",8,"2.448,00"
v01441,COLLAR,500,30/10/2022,9,Heather Morris,alvinmccarty@example.com,"36160 Rachel Islands Apt. 858, Garciachester, MP 25783",10,"4.500,00"
v01442,ANILLO,224,04/07/2022,1,Shannon Stevenson,heather14@example.org,"57053 Kim River Suite 083, East Randall, IN 85808",7,"224,00"
v01443,PULSERA,368,27/05/2023,6,Wendy Wells,newmandenise@example.org,"4447 Brandi Meadow, East Anitashire, MN 87310",5,"2.208,00"
v01444,COLLAR,410,26/06/2022,3,David Foley,russell50@example.org,"106 Katrina Extension, Burtonmouth, OK 14827",6,"1.230,00"
v01445,COLLAR,334,12/10/2022,3,Carolyn Blackwell,jamesmolly@example.org,"677 Coffey Junction Suite 437, North Nicole, ME 28902",10,"1.002,00"
v01446,PULSERA,57,05/02/2023,10,Stephanie Ayers,bnelson@example.net,"Unit 0133 Box 8816, DPO AP 41673",2,"570,00"
v01447,ARETES,432,12/07/2022,5,Patricia Price,snyderteresa@example.net,"9014 Christina Burg, Thorntontown, WI 56777",7,"2.160,00"
v01448,ARETES,204,13/12/2022,9,James Williams,patrick38@example.com,"41353 Woods Centers Apt. 155, Ericksonmouth, OK 11829",12,"1.836,00"
v01449,ANILLO,182,18/12/2022,5,Gloria Conner,smithsusan@example.com,"74112 Cervantes Corner Suite 310, Priceview, VT 57799",12,"910,00"
v0145,COLLAR,181,12/02/2023,10,Samantha Sparks,rileyrobert@example.net,"Unit 2685 Box 1161, DPO AE 12131",2,"1.810,00"
v01450,PULSERA,101,06/07/2022,7,Stephanie Glass,jamesescobar@example.net,"4228 Collins Villages Apt. 812, Johnnyfort, KS 18445",7,"707,00"
v01451,ANILLO,199,05/02/2023,5,Dennis Adams,marcusbaker@example.org,"6223 Sandra Wells Apt. 878, Clarkbury, HI 22632",2,"995,00"
v01452,ARETES,451,25/08/2022,2,Kevin Newman DDS,samuelwatkins@example.com,"9863 Megan Point Suite 369, South Rachelfurt, WI 41708",8,"902,00"
v01453,ANILLO,84,15/12/2022,1,Nicole Neal,tdavila@example.org,"96973 Mark Mountain Apt. 461, South Deborahbury, MT 28484",12,"84,00"
v01454,COLLAR,116,17/03/2023,8,Keith Butler,kayla95@example.com,"8656 Sharp Causeway, Leahville, MA 53555",3,"928,00"
v01455,COLLAR,257,07/01/2023,1,Justin Knight,troy62@example.org,"2783 Bowman Mountains, Lake Thomasfort, CA 83917",1,"257,00"
v01456,COLLAR,418,14/01/2023,2,Nicole Silva,stephensphilip@example.net,"7936 Megan Tunnel, Port Anthony, IN 08529",1,"836,00"
v01457,ANILLO,275,22/11/2022,10,Patrick Fischer,davidwalker@example.org,"2510 Angela Hill Apt. 212, Lake Amanda, KY 43270",11,"2.750,00"
v01458,ANILLO,449,19/09/2022,4,Victoria Jones,ariana76@example.com,"Unit 0053 Box 3902, DPO AP 08952",9,"1.796,00"
v01459,ANILLO,432,12/06/2022,6,Megan Ramirez,harrisonselena@example.net,"Unit 1723 Box 8690, DPO AE 79287",6,"2.592,00"
v0146,COLLAR,420,01/05/2023,7,Robert Mccoy,cherylwilson@example.com,"4392 Steven Burg, East Jamestown, ME 64820",5,"2.940,00"
v01460,PULSERA,139,27/05/2023,8,Gregory Smith,carol58@example.net,"2972 David Radial Suite 956, Glennmouth, MA 66646",5,"1.112,00"
v01461,COLLAR,346,24/02/2023,2,Nicole Nash,grantdouglas@example.com,"Unit 7486 Box 4344, DPO AA 64288",2,"692,00"
v01462,PULSERA,54,12/03/2023,2,Judith Skinner,alvarezjeffrey@example.org,"6858 Banks Shoals, Johnsonberg, OH 09343",3,"108,00"
v01463,ANILLO,312,24/10/2022,10,Joan Webster,logan36@example.org,"24913 Maria Radial Apt. 798, South Carlosberg, OH 35407",10,"3.120,00"
v01464,ARETES,132,06/06/2023,9,Amanda Wilson,maddenlori@example.org,"86941 Theresa Motorway, New Andreaside, TX 77528",6,"1.188,00"
v01465,ANILLO,365,01/08/2022,10,Adam Burton,cartertina@example.net,"40322 Stone Cliffs Apt. 911, Douglasmouth, LA 66256",8,"3.650,00"
v01466,ARETES,411,06/10/2022,3,Emily Allen,eallen@example.net,"34447 Anthony Ford, Joeport, KY 80227",10,"1.233,00"
v01467,PULSERA,411,17/06/2022,9,Samuel Wall,urobertson@example.org,"38307 Melissa Unions Apt. 095, Leshire, OH 96371",6,"3.699,00"
v01468,COLLAR,142,18/03/2023,7,Holly Li,debrarogers@example.org,"761 Collins Land, East Tiffanyborough, FM 54514",3,"994,00"
v01469,ANILLO,272,29/09/2022,1,Brandon Smith,alexisdonaldson@example.com,"806 Jonathan Port Suite 579, New Yeseniaburgh, WI 19883",9,"272,00"
v0147,PULSERA,97,21/03/2023,1,Christopher Taylor,nicholasguzman@example.net,"1610 Margaret Course Suite 089, Lauraborough, AS 67900",3,"97,00"
v01470,COLLAR,141,16/08/2022,6,Victoria Curtis,parrishbryan@example.com,"80746 Lawson Bypass Suite 773, South Amy, RI 14792",8,"846,00"
v01471,ANILLO,388,29/12/2022,4,Samuel Smith,annarobinson@example.net,"3678 Lopez Crest, Victortown, WA 62217",12,"1.552,00"
v01472,ANILLO,183,11/07/2022,10,Nicholas Garcia,marywells@example.org,"05127 Mckinney Corner, Latashaberg, WA 67717",7,"1.830,00"
v01473,COLLAR,487,21/02/2023,8,Mary Owen,amartin@example.net,"1147 Jason Dam, Port Jeffrey, ND 38664",2,"3.896,00"
v01474,COLLAR,481,25/09/2022,10,George Marks,helenwright@example.org,"214 Young Locks Apt. 316, Mckayland, MO 31259",9,"4.810,00"
v01475,ANILLO,221,30/03/2023,2,Nicole Baker,warnerpaige@example.net,"291 Leah Fort Apt. 446, Jeffreyhaven, AK 74042",3,"442,00"
v01476,ARETES,281,20/06/2022,1,Mary Travis,butlerdennis@example.com,"650 Lopez Prairie, Nicoleland, DC 51746",6,"281,00"
v01477,PULSERA,78,16/09/2022,10,Grant Hale,smithpaul@example.org,"PSC 7379, Box 7595, APO AE 29057",9,"780,00"
v01478,ANILLO,72,13/10/2022,9,Steven Hill,morgandavid@example.com,"PSC 2892, Box 6672, APO AE 34501",10,"648,00"
v01479,COLLAR,447,07/03/2023,5,Daniel Armstrong,jonathan18@example.org,"584 Lindsay Stream, Caseymouth, KY 97914",3,"2.235,00"
v0148,PULSERA,427,05/03/2023,5,Luke Mccormick,wallmathew@example.org,"80209 Riley Pine, West Paul, AR 84231",3,"2.135,00"
v01480,ARETES,192,19/02/2023,2,Adam Osborne,awright@example.org,"90652 Teresa Ferry, West Gailburgh, OK 15223",2,"384,00"
v01481,ANILLO,432,04/02/2023,1,Antonio Tran,millerlori@example.com,"5099 Paul Gateway Suite 253, South Jackfurt, AL 41184",2,"432,00"
v01482,ANILLO,500,12/05/2023,2,Vicki Jackson,lynchnicholas@example.com,"Unit 8795 Box 2713, DPO AE 60453",5,"1.000,00"
v01483,COLLAR,476,15/04/2023,9,Jonathan White,shane45@example.org,"93003 Greene Summit Apt. 483, Kellyland, ND 71958",4,"4.284,00"
v01484,PULSERA,50,22/05/2023,10,Linda Klein,alejandrorodriguez@example.org,"1462 Andrea Parkway, Garzabury, DE 39811",5,"500,00"
v01485,COLLAR,382,06/11/2022,2,Diana Burke,clayton62@example.net,"092 Leon Curve Suite 205, Harrisbury, MP 15685",11,"764,00"
v01486,ANILLO,197,17/01/2023,7,Ana Lewis,moorejoseph@example.com,"Unit 3631 Box 1223, DPO AP 71607",1,"1.379,00"
v01487,ANILLO,189,30/08/2022,6,Jamie Mclaughlin,hsmith@example.net,"3597 Casey Trail, Russellchester, WY 94450",8,"1.134,00"
v01488,ANILLO,241,18/05/2023,1,James Moore,chapmanallison@example.org,"20652 Makayla Street Suite 837, Trevinohaven, KS 42137",5,"241,00"
v01489,COLLAR,392,10/12/2022,5,Austin Flores,pray@example.com,"94725 Brown Island, Lake Ashley, LA 53815",12,"1.960,00"
v0149,ANILLO,275,27/08/2022,9,Terry Christian,jacqueline36@example.com,"644 Spencer Pike, West Laurenburgh, PA 98016",8,"2.475,00"
v01490,COLLAR,152,28/12/2022,5,Bobby Rodriguez,matthew22@example.com,"7707 Michelle Estate Suite 143, Jenniferton, FL 36534",12,"760,00"
v01491,COLLAR,392,23/05/2023,3,Meagan Moore,nsharp@example.com,"63210 Logan Islands, Lake David, SD 22554",5,"1.176,00"
v01492,COLLAR,179,08/06/2023,3,Matthew Lopez,kramirez@example.org,"1085 Wong Tunnel, Howardside, DE 56148",6,"537,00"
v01493,PULSERA,499,24/08/2022,5,Crystal Walker,caguilar@example.com,"32956 Javier Hill, Jenkinsville, VI 41043",8,"2.495,00"
v01494,COLLAR,275,11/10/2022,6,Bonnie George,comptonjeremy@example.net,"14452 Lindsey Row, South Cathyville, HI 99548",10,"1.650,00"
v01495,ARETES,347,23/03/2023,10,Cole Mcdonald,justin97@example.com,"050 Perez Crossing Suite 210, East Kevin, IA 82685",3,"3.470,00"
v01496,COLLAR,194,22/03/2023,3,Dennis Price,sandersjames@example.com,"USCGC Monroe, FPO AA 88815",3,"582,00"
v01497,COLLAR,379,18/10/2022,5,Jill Diaz,lauragarcia@example.net,"Unit 9778 Box 7956, DPO AP 97094",10,"1.895,00"
v01498,ARETES,406,08/10/2022,10,Daniel Jones,shaun30@example.org,"34279 Mathew Mountain Apt. 418, South Jo, TX 81936",10,"4.060,00"
v01499,PULSERA,222,23/09/2022,8,Roger Allen,uallen@example.org,"86865 Joe Valleys Suite 416, Port Amanda, PA 21071",9,"1.776,00"
v015,PULSERA,76,16/12/2022,10,Brian Oconnor,kaylee48@example.net,"059 Hawkins Turnpike Suite 655, Romerochester, NH 44123",12,"760,00"
v0150,ARETES,483,13/07/2022,1,Troy Turner,bpierce@example.net,"130 Leslie Wall, Port Gregory, CA 50808",7,"483,00"
v01500,COLLAR,295,03/03/2023,9,Garrett Thomas,nicole53@example.com,"682 Fernandez Ford Suite 150, Lake Joditon, DE 27092",3,"2.655,00"
v01501,ANILLO,417,05/10/2022,1,Michaela Martinez,sanderscarlos@example.com,"3804 Julie Summit Apt. 892, Lisastad, AZ 13246",10,"417,00"
v01502,PULSERA,219,17/09/2022,10,Ryan Beasley,jacqueline39@example.net,"4710 Gray Turnpike Apt. 284, Lake Luisbury, WI 94443",9,"2.190,00"
v01503,ANILLO,400,13/06/2022,5,Wendy Anderson,aarnold@example.com,"2996 Malone Hollow, North Mark, IL 42265",6,"2.000,00"
v01504,COLLAR,352,23/12/2022,4,Debra Bailey,ncampbell@example.com,"5223 Gonzalez Valley, Rothbury, MN 23687",12,"1.408,00"
v01505,PULSERA,188,21/04/2023,3,Mr. Terrence Villarreal MD,joseph35@example.com,"233 Lawson Mall, Jenniferhaven, MN 66424",4,"564,00"
v01506,COLLAR,419,25/06/2022,7,Megan Hudson,lopezmatthew@example.net,"59164 Michael Spring, Robertbury, CA 35938",6,"2.933,00"
v01507,COLLAR,179,15/06/2022,7,David Banks,richard70@example.org,"56649 Erin Tunnel, East Natalie, WY 17602",6,"1.253,00"
v01508,PULSERA,410,21/07/2022,3,Miss Angie Holmes MD,croman@example.net,"609 Robert Crescent, Saundersshire, UT 51822",7,"1.230,00"
v01509,PULSERA,218,18/04/2023,10,Kevin Sherman,stephanie27@example.org,"502 Jade Point Suite 253, Rossbury, DC 62620",4,"2.180,00"
v0151,PULSERA,405,28/09/2022,7,Nicole Little,jessica68@example.net,"8649 Martin Rest, West Courtney, WI 04690",9,"2.835,00"
v01510,ANILLO,354,20/01/2023,2,Patricia Alvarado,scompton@example.net,"69022 Luna Knoll Apt. 471, Bonnieshire, MS 85639",1,"708,00"
v01511,ANILLO,442,18/05/2023,5,Mark Caldwell,douglasdanielle@example.org,"08121 Wendy Greens, South Christine, NV 14434",5,"2.210,00"
v01512,COLLAR,411,26/02/2023,1,Valerie Dominguez,ferrellkendra@example.net,"5598 Mendoza Inlet, Maxville, SC 93878",2,"411,00"
v01513,PULSERA,211,22/08/2022,2,Christian Velez,stephanie24@example.org,"477 Cynthia Ville Apt. 855, Lake Jessica, ND 78453",8,"422,00"
v01514,ANILLO,265,04/02/2023,4,Misty Chavez,riosmegan@example.net,"Unit 0033 Box 7587, DPO AE 96141",2,"1.060,00"
v01515,PULSERA,273,12/09/2022,5,Kyle Blevins,ashley66@example.com,"513 Shaw Unions Suite 552, Adamtown, MO 74568",9,"1.365,00"
v01516,COLLAR,222,14/04/2023,2,Stephanie Cook,jaredjohnson@example.org,"42362 Ritter Spur Suite 108, North Timothy, HI 49621",4,"444,00"
v01517,ANILLO,159,15/03/2023,1,Diana Smith,moorejeremy@example.com,"9249 White Islands, Jerrymouth, RI 24922",3,"159,00"
v01518,ARETES,323,03/10/2022,8,Leslie Ford,holtmegan@example.com,"6597 Mark Meadow Apt. 199, Barnettmouth, MT 55650",10,"2.584,00"
v01519,ANILLO,220,04/08/2022,8,Robert Zavala,michael26@example.org,"25227 Salas Path, New Madeline, CT 54536",8,"1.760,00"
v0152,ANILLO,198,13/11/2022,1,Sara Moore,kathy36@example.org,"9364 Philip Crossroad, Sierraside, WA 22065",11,"198,00"
v01520,ANILLO,458,01/01/2023,5,Daniel Davis,diana32@example.org,"75213 Steven Vista Suite 318, North Pamela, MA 22709",1,"2.290,00"
v01521,PULSERA,394,18/11/2022,8,Amy Hanson,jwilson@example.org,"6843 Diaz Shoal Apt. 444, North Robert, WY 45369",11,"3.152,00"
v01522,ARETES,360,24/05/2023,6,Robin Wilkerson,mirandaparker@example.net,"914 Taylor Trafficway Apt. 189, Alanstad, MT 29884",5,"2.160,00"
v01523,PULSERA,148,01/07/2022,6,David Perry,sloanrichard@example.com,"61927 Ashley Tunnel Apt. 871, North Jonathanburgh, TX 15364",7,"888,00"
v01524,COLLAR,303,23/12/2022,8,Russell Robinson,yallen@example.com,"607 Lauren Shores Apt. 734, Hesterland, MO 19010",12,"2.424,00"
v01525,PULSERA,376,01/11/2022,7,Martha Boyd,julie88@example.org,"3855 Bowen Mountains, Michaelfort, PR 85642",11,"2.632,00"
v01526,COLLAR,421,16/11/2022,2,Donna Brown,howardjocelyn@example.com,"757 Christopher Trail Suite 114, South Shannon, AK 26011",11,"842,00"
v01527,ANILLO,384,04/01/2023,1,Brian Beasley,nmcdaniel@example.net,"3914 Jeffrey Springs, East Erica, MD 92805",1,"384,00"
v01528,PULSERA,209,01/08/2022,6,Debra Guerra,wendyharper@example.com,"99468 Jeffrey Isle Suite 153, Aguilarfort, GU 42709",8,"1.254,00"
v01529,COLLAR,327,31/01/2023,3,Matthew Smith,timothy90@example.net,"76146 John Rapids, Brownbury, MI 65354",1,"981,00"
v0153,COLLAR,484,24/10/2022,6,Terrence Cruz,lindawebb@example.com,"6417 Jeremy Isle, North Kevinmouth, MI 51745",10,"2.904,00"
v01530,PULSERA,333,24/09/2022,8,Rachel Arellano,stevenvillegas@example.com,"92555 Chelsea Green Apt. 614, Richardsonside, NM 64418",9,"2.664,00"
v01531,ARETES,138,26/11/2022,3,Gene Dunn,ierickson@example.com,"0232 Daniel Loop Suite 064, Mathewsland, PA 21522",11,"414,00"
v01532,PULSERA,489,29/05/2023,3,Jocelyn Miller,williamsmatthew@example.com,"2075 Rodney Roads Apt. 488, Whiteshire, IL 70761",5,"1.467,00"
v01533,PULSERA,499,15/02/2023,9,Sandra Valenzuela,christopher33@example.com,"USS Walker, FPO AA 94067",2,"4.491,00"
v01534,PULSERA,245,03/06/2023,6,Lindsay Phelps,brooksheather@example.org,"87523 George Ranch Apt. 234, Allisonborough, NH 26661",6,"1.470,00"
v01535,ANILLO,156,04/04/2023,2,Mrs. Michelle Lopez,mcmahonemily@example.net,"4881 Conner Hill, East Dawntown, NM 99243",4,"312,00"
v01536,PULSERA,347,23/08/2022,9,Travis Harper,courtney11@example.com,"PSC 4069, Box 0846, APO AP 64000",8,"3.123,00"
v01537,PULSERA,401,07/02/2023,6,Jeffery Tucker,elizabeth36@example.net,"063 Brandt Rest, Nielsenborough, DE 08203",2,"2.406,00"
v01538,COLLAR,226,25/09/2022,8,Brooke Bentley,melissa54@example.org,"492 Butler Flats, East Davidborough, WA 86618",9,"1.808,00"
v01539,PULSERA,395,18/12/2022,10,Amy Lucas,xrobertson@example.net,"7412 Jones Shore Suite 508, North James, MA 35569",12,"3.950,00"
v0154,PULSERA,292,27/12/2022,5,Sean Morgan,jacksoncatherine@example.net,"705 Scott Harbor, Colonborough, SD 61930",12,"1.460,00"
v01540,PULSERA,357,02/05/2023,9,Mark Smith,eddie73@example.net,"104 Olson Island, Burnsmouth, NY 43650",5,"3.213,00"
v01541,ARETES,266,17/04/2023,8,Kimberly Harper,tiffany94@example.org,"873 Darius Islands, New Tonyfort, SC 12889",4,"2.128,00"
v01542,ARETES,66,28/05/2023,7,William Browning,jonathannelson@example.org,"340 Hayden Dam, Lake Garrett, NM 38256",5,"462,00"
v01543,PULSERA,471,30/06/2022,5,Michelle Adams,ashleychristopher@example.net,"930 Jeffrey Garden, Robinsonport, OK 32619",6,"2.355,00"
v01544,PULSERA,456,01/06/2023,10,John Howard,powelljennifer@example.org,"31067 Eric Turnpike Apt. 687, North Ethanmouth, FM 35169",6,"4.560,00"
v01545,ANILLO,83,14/12/2022,1,Amy Harmon,cball@example.net,"6947 Emma Lights Suite 295, Munoztown, WA 93121",12,"83,00"
v01546,PULSERA,204,28/05/2023,3,Jennifer Jones,ereese@example.com,"93000 James Mountains, Josephside, MI 45385",5,"612,00"
v01547,ARETES,317,05/07/2022,1,Billy Davis,charlesalvarez@example.org,"759 Paul Shore Apt. 653, Port Vanessa, PR 57739",7,"317,00"
v01548,ANILLO,70,20/06/2022,4,Christopher Robertson,fernandezanthony@example.net,"2930 Jeffery Plains Suite 856, Hopkinsmouth, SD 24157",6,"280,00"
v01549,ARETES,236,12/11/2022,2,Charlene Miller,xsullivan@example.net,"63503 Santos Villages, Malonechester, GU 64816",11,"472,00"
v0155,COLLAR,220,06/05/2023,3,Maria Singleton,mikayla89@example.com,"5027 Byrd Manor, Lake Christopherberg, MO 87078",5,"660,00"
v01550,PULSERA,236,16/07/2022,1,Manuel Smith,williamgay@example.net,"16971 Villarreal Valley, West Karen, WA 80259",7,"236,00"
v01551,COLLAR,379,04/03/2023,7,Kimberly Ramirez,walterrussell@example.com,"USS Williams, FPO AA 70006",3,"2.653,00"
v01552,ANILLO,307,24/10/2022,1,Danny Wu,john15@example.net,"04810 Boyd Freeway Suite 924, Jacquelineton, MS 29376",10,"307,00"
v01553,COLLAR,201,22/02/2023,10,Jordan Stevens,wendyscott@example.org,"18666 Powell Meadow, Aprilport, PR 89064",2,"2.010,00"
v01554,PULSERA,232,12/04/2023,10,Robert Chandler,jeffrey88@example.org,"89431 Jaime Spurs, Port Gerald, ID 68765",4,"2.320,00"
v01555,COLLAR,452,25/07/2022,10,Joshua Yates,russellowens@example.net,"58699 Thomas Centers Suite 342, Robertbury, GU 69443",7,"4.520,00"
v01556,COLLAR,192,27/07/2022,3,Angela Ferguson,julialittle@example.com,"1327 Wu Ramp Suite 857, East Shelia, PW 43550",7,"576,00"
v01557,COLLAR,262,13/10/2022,7,Sheila Smith,michael20@example.com,"9551 Rivas Pike Suite 261, Marquezborough, DE 98283",10,"1.834,00"
v01558,PULSERA,102,04/04/2023,9,Michael Terrell,nelsonbeth@example.com,"164 Kyle Shoals, Lake Kathryn, OK 64744",4,"918,00"
v01559,COLLAR,262,15/09/2022,2,Jeffrey Johnson,haydenkeith@example.org,"9652 Amber Pine Suite 298, North Nichole, NC 11166",9,"524,00"
v0156,ARETES,60,07/03/2023,1,Karen Anderson MD,chansen@example.org,"76568 Christian Way Suite 492, Jerryfort, DE 67986",3,"60,00"
v01560,ARETES,370,22/12/2022,1,Brian Mclaughlin,raymond22@example.com,"46307 Armstrong Haven, Caitlinmouth, MO 08751",12,"370,00"
v01561,PULSERA,252,04/08/2022,8,Erin Carrillo,clayjennifer@example.org,"USNV Rodriguez, FPO AA 17985",8,"2.016,00"
v01562,PULSERA,292,12/06/2022,5,Nicole Monroe,jhall@example.org,"PSC 8226, Box 2942, APO AE 10458",6,"1.460,00"
v01563,PULSERA,248,01/09/2022,10,Sarah Drake,andersonjennifer@example.org,"37250 Wendy Forges Suite 233, Foxberg, OR 30975",9,"2.480,00"
