id_venta,producto,precio,fecha,cantidad,nombre_cliente,email_cliente,dirección_cliente,mes,total_venta
v01764,ANILLO,141,05/12/2022,4,Michael Mendoza,jeffreyramos@example.org,"7724 Susan Walk, Port Dominiqueland, MI 43648",12,564
v01765,ANILLO,429,06/05/2023,1,Paige Peters,jennifer89@example.net,"6761 Jason Knolls, Lake Steve, NY 48094",05,429
v01766,ARETES,133,14/04/2023,2,Danielle Johnson,wrighttammy@example.com,"8793 Floyd Coves, Port Ethan, MD 59362",04,266
v01767,ARETES,425,26/06/2022,4,Kathryn Lane DDS,samuel64@example.net,"86251 Daniel Underpass, West Alexandriaview, NE 03552",06,1700
v01768,PULSERA,139,05/04/2023,4,Chad Phillips,huffjessica@example.com,"PSC 8401, Box 6852, APO AE 60817",04,556
v01769,ANILLO,82,12/04/2023,6,Jacqueline Wright,angelasmith@example.com,"354 Harold Ways, West Anita, PR 14505",04,492
v0177,ANILLO,111,20/08/2022,5,Charles Jordan,angelavillanueva@example.net,"040 Omar Crescent Apt. 086, South Jason, NE 69210",08,555
v01770,ANILLO,87,08/03/2023,5,Emily Williams,tmiller@example.com,"1856 Jennifer Mission Suite 098, Thomasburgh, UT 35735",03,435
v01771,PULSERA,67,26/08/2022,6,Ashley Navarro,aberg@example.org,"3589 Morgan Summit Suite 955, Stephenville, RI 22410",08,402
v01772,ARETES,72,30/06/2022,9,Corey Johns,halljessica@example.net,"43956 Thomas Mission, Lake Jesseland, IN 37839",06,648
v01773,ARETES,185,18/02/2023,9,Jonathan Rodriguez,lorrainemcintosh@example.com,"4098 Lauren Lock, Shannonton, AL 47235",02,1665
v01774,ANILLO,136,28/12/2022,1,Whitney Owens,eduardo76@example.com,"060 Charles Viaduct, Lauraberg, NJ 44933",12,136
v01775,ANILLO,485,08/10/2022,3,Mr. Michael Rodriguez,lindseystevenson@example.com,"0746 Wang Mountains, Lake Jimmy, OK 15216",10,1455
v01776,ANILLO,485,07/10/2022,5,Paul Hahn,lacey85@example.com,"496 Morrison Hills Apt. 324, Simpsonbury, AR 48052",10,2425
v01777,ANILLO,430,26/02/2023,10,Mr. Jeremy Perry DVM,angela92@example.net,"418 Charles Plaza, East Sharon, PR 98648",02,4300
v01778,ARETES,303,15/11/2022,5,Darren Tyler,alvarezjohn@example.org,"55946 Anthony Lights, Walkerbury, ID 09389",11,1515
v01779,ANILLO,273,11/06/2022,1,Eileen Gonzalez,freemanmichael@example.com,"PSC 7905, Box 3129, APO AP 86612",06,273
v0178,ARETES,463,03/04/2023,9,James Lynch,hansenmegan@example.org,"895 Sims Village, New Brentfurt, VT 90244",04,4167
v01780,ANILLO,238,18/03/2023,3,William Powell,lindastuart@example.com,"8744 Lee Prairie Suite 859, Wilkersonville, MD 56030",03,714
v01781,ARETES,109,08/08/2022,1,Cory Coleman,smartinez@example.org,"257 Poole Courts, New Adam, VA 10676",08,109
v01782,COLLAR,198,12/08/2022,7,Debbie Fields,fowlerstephen@example.org,"488 Eric Groves Suite 862, East Amberstad, MS 40470",08,1386
v01783,ANILLO,246,22/04/2023,8,Jennifer Huerta,barrettjohn@example.org,"Unit 9564 Box 6066, DPO AP 53124",04,1968
v01784,PULSERA,82,02/10/2022,1,Donna Atkinson,wdaniels@example.com,"066 Price Points Apt. 377, East April, MI 00601",10,82
v01785,PULSERA,478,08/10/2022,5,Olivia Jacobs,wsmith@example.org,"75659 Pamela Island Apt. 105, West Jacquelinestad, MP 85002",10,2390
v01786,PULSERA,243,11/02/2023,6,Christopher Young,kenneth75@example.org,"381 Terrence Mission, New Kimberly, VT 44160",02,1458
v01787,ANILLO,166,14/11/2022,7,Lauren Roberts,ijohnston@example.org,"9141 Michael Vista, South Christinatown, ME 99201",11,1162
v01788,COLLAR,218,09/03/2023,6,Kelly Torres,whitebrandon@example.net,"9019 Callahan Islands Suite 503, East Danielleborough, TN 84019",03,1308
v01789,ARETES,456,11/02/2023,7,John Wolfe,uhunter@example.net,"6307 David Villages Suite 913, Smithville, NV 83342",02,3192
v0179,ARETES,433,11/08/2022,3,Joseph Rodriguez,chriscabrera@example.net,"4597 Dennis Station, Lake Justinfurt, WA 38569",08,1299
v01790,ARETES,413,01/03/2023,2,Adrian Knight,heidi82@example.com,"136 Flores Pines, East Jessica, MA 71208",03,826
v01791,ANILLO,252,14/03/2023,6,Mitchell Pacheco,randylambert@example.com,"29976 Amanda Keys Suite 153, Mcintoshstad, SD 67353",03,1512
v01792,COLLAR,58,07/04/2023,6,Andrea Fitzgerald,zcarpenter@example.org,"850 Gardner Circle Suite 305, North Lauren, SD 85853",04,348
v01793,ARETES,400,29/08/2022,10,Anita Smith,qlawson@example.org,"Unit 2827 Box 3095, DPO AP 15341",08,4000
v01794,PULSERA,167,18/11/2022,10,Patrick Holmes,lwhite@example.org,"5528 Young Mount, Paulfort, FM 34422",11,1670
v01795,PULSERA,103,22/05/2023,3,Kevin Oliver,williammartin@example.org,"0127 Todd Glen Suite 242, Newmanmouth, AS 75212",05,309
v01796,COLLAR,330,27/03/2023,3,Ashley Osborn,sarah11@example.net,"637 Daniel Fort Apt. 683, Katherineview, NY 51626",03,990
v01797,ARETES,389,27/04/2023,1,Manuel Hoover,jason11@example.org,"1282 Hansen Trail Apt. 528, Jenniferview, NJ 99034",04,389
v01798,ANILLO,416,22/11/2022,8,David Willis,tsmall@example.org,"74756 Solomon Wells Suite 534, New Pamelaview, PA 30926",11,3328
v01799,PULSERA,296,08/07/2022,10,Kimberly Cross MD,andrewproctor@example.com,"02207 Ryan Lights, Hannahton, CA 26818",07,2960
v018,PULSERA,59,19/06/2022,1,Zachary Weaver Jr.,rosenicole@example.com,"4726 Graham Parkway Suite 228, Banksstad, PR 26388",06,59
v0180,PULSERA,237,27/05/2023,1,Tiffany Baldwin,daniel44@example.com,"651 Chris Harbors Suite 917, Fosterfort, HI 92841",05,237
v01800,ARETES,217,13/01/2023,10,Juan Torres,randy05@example.org,"49253 Johnson Cove Suite 107, North Gregory, OK 81673",01,2170
v01801,PULSERA,392,13/01/2023,10,Shirley Wilkinson,kathleenconway@example.org,"4945 Hernandez Fields, East Daniel, KS 58171",01,3920
v01802,COLLAR,473,30/04/2023,8,Eric Rodriguez,brian08@example.net,"7947 Cooke Pike, Morganborough, AK 71364",04,3784
v01803,ANILLO,114,05/06/2023,7,Kristin Schroeder,laura76@example.net,"780 Joel Circles Apt. 606, Port Adamshire, TX 27332",06,798
v01804,ANILLO,95,11/05/2023,8,Dawn Price,timothy46@example.org,"1009 Matthew Causeway, New Sarah, WV 61473",05,760
v01805,PULSERA,319,22/08/2022,3,Amy Wright,sedwards@example.net,"04529 Brian Ferry, Wolfehaven, SC 07159",08,957
v01806,ARETES,123,26/06/2022,7,Mrs. Angela West,yturner@example.org,"234 Andrea Fields, Andrewfort, DC 60713",06,861
v01807,ARETES,61,26/01/2023,6,Deanna Carr,jennifer25@example.net,"19676 Young Views, East Kristinborough, WA 74589",01,366
v01808,PULSERA,121,19/03/2023,10,Samantha Boone,danielfigueroa@example.com,"45596 Rodriguez Islands, Marshberg, AK 79368",03,1210
v01809,COLLAR,460,11/05/2023,8,Matthew Miller,heather10@example.net,"77568 Shelby Lakes, Carlosport, IN 95189",05,3680
v0181,ARETES,197,02/12/2022,6,Thomas Best,dblackwell@example.org,"446 King Lakes Suite 207, Stevenberg, VT 43716",12,1182
v01810,COLLAR,499,27/09/2022,3,Margaret Harris,jonathonmartin@example.org,"3279 Joshua Gardens, Lake Shelleyville, DE 36281",09,1497
v01811,ANILLO,108,15/09/2022,4,John Fowler,aprilwiggins@example.net,"256 Carol Walks, Knightstad, AZ 99615",09,432
v01812,ANILLO,243,12/09/2022,8,Tammy Sanchez,davidcastro@example.net,"9066 Matthew Turnpike, Richardmouth, CT 22972",09,1944
v01813,ANILLO,486,24/03/2023,4,Jonathon Bailey,mendozapaul@example.org,"242 Carr Harbors Suite 442, Harrisstad, WV 22785",03,1944
v01814,COLLAR,119,23/03/2023,8,Cindy Simpson,jill25@example.com,"3418 Ortiz Islands, Mejiaburgh, WA 87249",03,952
v01815,COLLAR,284,28/09/2022,4,Heather Hall,sandrajacobson@example.net,"904 Williams Highway, Port Jenniferfurt, OH 96706",09,1136
v01816,PULSERA,394,10/06/2023,3,Ellen Burgess,clarksusan@example.org,"634 Cassie Cliffs, South Amymouth, FM 53767",06,1182
v01817,COLLAR,213,11/06/2022,3,Todd Morris,james97@example.org,"554 Brown Loaf, Sylviaville, GA 19766",06,639
v01818,ARETES,284,09/07/2022,2,Troy Davis,twashington@example.net,"2476 Curry Divide Suite 971, New Melissa, MS 14700",07,568
v01819,PULSERA,170,01/03/2023,9,Taylor Schmidt,ecalhoun@example.net,"PSC 0774, Box 8751, APO AA 35157",03,1530
v0182,ANILLO,120,06/12/2022,1,Terry Turner,annette63@example.org,"538 Cheryl Heights, Dianeburgh, NY 24255",12,120
v01820,COLLAR,157,07/08/2022,10,Elizabeth Hobbs,savannah81@example.net,"83488 Blake Heights, Jimeneztown, KS 42218",08,1570
v01821,PULSERA,288,27/01/2023,2,Nicholas Smith,lwilliams@example.net,"Unit 8058 Box 2207, DPO AA 78086",01,576
v01822,PULSERA,386,18/02/2023,1,Holly Weber,ztyler@example.org,"64841 Janice Stream Suite 235, East Marie, WV 43093",02,386
v01823,ARETES,263,10/01/2023,2,Keith Davis,leahbryant@example.net,"2635 Bennett Rue Suite 664, North Stephen, SC 00612",01,526
v01824,ARETES,493,02/02/2023,5,Corey Parker,yallison@example.com,"27097 Vicki Ways, New Matthewfort, MD 40589",02,2465
v01825,PULSERA,230,15/08/2022,3,Blake Lewis,clarkteresa@example.org,"Unit 6420 Box 4117, DPO AE 90934",08,690
v01826,ANILLO,117,27/07/2022,7,Adrian Reynolds,alvareznathan@example.org,"5057 Stephen Meadow Apt. 241, Barberberg, MO 62271",07,819
v01827,ANILLO,167,02/04/2023,4,Nicole Mcdonald,hendrixian@example.org,"6390 Michael Rue Apt. 233, Lake Amandabury, KY 38180",04,668
v01828,COLLAR,334,05/03/2023,3,Tyler Ramirez,timothysanchez@example.com,"23911 Williams Plaza, Lake Heather, OH 37220",03,1002
v01829,PULSERA,250,11/10/2022,7,Kimberly Swanson,hollanddawn@example.org,"329 Bell Isle, Everettmouth, SD 72276",10,1750
v0183,PULSERA,375,31/07/2022,4,Timothy Bailey,millerpaul@example.com,"7708 Miller Springs Suite 441, Johnfurt, NM 28389",07,1500
v01830,ARETES,376,15/04/2023,5,Travis Massey,gregoryball@example.net,"937 Erica Branch Suite 584, East Stephen, VI 21909",04,1880
v01831,COLLAR,82,09/10/2022,4,Nathaniel Atkinson PhD,brittanyharris@example.org,"46237 Sarah Well, Fletchermouth, ID 70428",10,328
v01832,ANILLO,279,18/10/2022,2,Kaitlyn Jensen,walterchad@example.org,"3441 Darren Trafficway, New Catherine, TN 36449",10,558
v01833,ARETES,268,28/10/2022,9,Peter Jones,wnewman@example.org,"27975 Barbara Lakes Suite 247, Ballborough, MN 63450",10,2412
v01834,COLLAR,356,19/12/2022,2,Valerie Sosa,brenda36@example.net,"66060 Walker Village, South Matthewtown, CA 23554",12,712
v01835,ARETES,279,30/04/2023,5,Kristy Santana,juanbarber@example.net,"194 Rivera Wells Apt. 133, Port James, GU 74465",04,1395
v01836,ANILLO,392,12/02/2023,10,Lori Weeks,elizabethclarke@example.net,"Unit 0499 Box 1485, DPO AA 58464",02,3920
v01837,COLLAR,202,09/06/2023,9,Daniel Jones,raymondhenderson@example.org,"72667 Sarah View, Willisport, PR 06404",06,1818
v01838,ANILLO,84,14/09/2022,5,Daniel Smith,mark61@example.net,"1445 Foster Junctions Apt. 732, Smithton, NH 79742",09,420
v01839,ARETES,390,13/08/2022,5,Amber Buchanan,csmith@example.net,"03223 Moore View Apt. 278, Lake Alanfort, MN 92229",08,1950
v0184,PULSERA,443,25/07/2022,1,Joshua Garcia,brittany31@example.com,"23984 Ferguson Way Suite 330, Moniquemouth, NV 34428",07,443
v01840,COLLAR,197,14/10/2022,7,Vincent Mccullough,silvachristopher@example.com,"6616 Hamilton Road, East Christopherstad, OK 50208",10,1379
v01841,PULSERA,160,09/03/2023,7,Katelyn Simmons,michaelramirez@example.net,"57838 Smith Avenue Suite 221, North Debra, MT 57704",03,1120
v01842,PULSERA,245,09/07/2022,5,Lisa Scott,megandavis@example.com,"19246 Pollard Manor, Serranoview, MN 76763",07,1225
v01843,PULSERA,202,18/09/2022,7,Brian Moody,vanessa29@example.org,"463 Moore Coves, Alyssaberg, AK 08134",09,1414
v01844,ARETES,138,02/10/2022,10,Mary Mercado,juan62@example.com,"4251 Kimberly Point Suite 192, South Davidton, DE 30156",10,1380
v01845,COLLAR,157,14/09/2022,5,Erin Gonzales,pwalker@example.org,"9341 William Square Suite 476, Joshuaborough, AR 06636",09,785
v01846,COLLAR,59,21/06/2022,4,Michael Clark,ewong@example.net,"64522 Kim Wall Apt. 717, Freemanview, DC 59795",06,236
v01847,ARETES,63,27/02/2023,8,Adam James,dparks@example.org,"USS Sutton, FPO AA 74864",02,504
v01848,ANILLO,347,28/11/2022,10,Rachel Lopez,andrea83@example.net,"2723 Mario Trafficway Suite 745, Halltown, HI 59417",11,3470
v01849,ARETES,125,25/06/2022,9,Rodney Turner,ngreene@example.org,"96562 Donna Centers, Garciafurt, OR 32606",06,1125
v0185,ARETES,426,20/10/2022,3,Eric Johnson,alisonmccullough@example.net,"945 Kline Pass, Webbfurt, FM 26727",10,1278
v01850,PULSERA,253,24/05/2023,2,Roy Brewer,james03@example.com,"6058 Callahan Place Apt. 614, West Brittany, MO 13610",05,506
v01851,PULSERA,87,28/02/2023,1,Bill Parks,mcherry@example.com,"3212 Stewart Brook, East Shellyhaven, PA 27060",02,87
v01852,ARETES,130,22/02/2023,4,Valerie Parker,adambryant@example.com,"4568 Smith Islands Suite 509, Rickyborough, VI 84028",02,520
v01853,ANILLO,372,17/10/2022,4,Alexander Cole,kirbycatherine@example.com,"232 Chelsea Courts Apt. 313, Terryton, MD 84612",10,1488
v01854,ANILLO,356,07/06/2023,4,Greg Leonard,brooksvictoria@example.net,"60829 Hunt Loop, Amberland, MP 28568",06,1424
v01855,ARETES,70,12/01/2023,9,Matthew King,christiantate@example.org,"293 Sanchez Land Apt. 893, Stevensmouth, SD 19583",01,630
v01856,PULSERA,382,16/01/2023,4,Lisa Robertson,sherristout@example.net,"51826 Martinez Mountains Suite 514, Port David, HI 02964",01,1528
v01857,COLLAR,247,29/08/2022,3,Kimberly Kelley,jennifer37@example.net,"02731 Evans Road Suite 721, Heathview, KS 70837",08,741
v01858,ARETES,249,29/10/2022,9,Caroline Kennedy,wrightkara@example.net,"722 Scott Ferry Suite 786, Lake Ryanport, NJ 28485",10,2241
v01859,ARETES,467,30/11/2022,2,Patricia Gregory,whitetony@example.org,"61093 Stephanie Hollow, New Jesus, PA 38538",11,934
v0186,ANILLO,260,07/03/2023,2,Sergio Fitzpatrick,beth52@example.org,"00709 Paul Landing, Shahmouth, WI 82093",03,520
v01860,ARETES,346,12/05/2023,5,Joshua Gardner,opierce@example.org,"Unit 4362 Box 0730, DPO AA 29834",05,1730
v01861,COLLAR,452,19/12/2022,2,Brian Hudson,palmerallison@example.com,"5847 Joyce Shoal Suite 047, South Jessica, CO 68848",12,904
v01862,ARETES,402,06/04/2023,0,Elizabeth Perez,smithbenjamin@example.org,"USNS Lee, FPO AE 82813",04,0
v01863,ANILLO,65,28/02/2023,9,Geoffrey Davis,alexis82@example.org,"38742 Jessica Trace Apt. 903, Rodriguezland, MN 73331",02,585
v01864,ARETES,85,21/04/2023,6,Ryan Brown,nancylester@example.com,"41051 Rodriguez Gardens Suite 706, Port Kevin, ND 71090",04,510
v01865,PULSERA,236,13/10/2022,8,Dylan Miller,yellis@example.com,"323 Medina Route Apt. 937, West Anthonyborough, NJ 98023",10,1888
v01866,ANILLO,338,04/08/2022,4,Jacob Andersen,heathdanielle@example.com,"840 Ann Shoal Apt. 005, Lake Josemouth, TN 83373",08,1352
v01867,ARETES,74,07/10/2022,10,Donald Waters,phillipscurtis@example.org,"660 Isaiah Centers Suite 212, New Darrelltown, WV 31776",10,740
v01868,COLLAR,58,15/12/2022,9,Peter Bennett,guzmandarren@example.net,"250 Theresa Knoll, Velezburgh, NC 54210",12,522
v01869,ANILLO,263,15/02/2023,8,Leslie Freeman,christopher94@example.com,"57490 Thomas Rest Suite 511, Kellyfort, PW 56038",02,2104
v0187,ANILLO,440,25/02/2023,9,Stephanie Avila,bellpeter@example.com,"4553 Nicole Circles, South Conniebury, MH 24872",02,3960
v01870,COLLAR,394,26/02/2023,5,Robin Sanchez,brittany29@example.org,"4881 Michael Fields Apt. 842, Lake Ronald, NH 67561",02,1970
v01871,PULSERA,359,17/01/2023,2,Jack Fisher,charles33@example.org,"5061 Bennett Mission, Keybury, UT 86897",01,718
v01872,ARETES,283,12/03/2023,2,Deborah Rodriguez,timothynorton@example.com,"706 Dorsey Prairie Apt. 027, Beverlyfort, TX 57205",03,566
v01873,COLLAR,200,07/08/2022,10,Sean Morton,denise60@example.net,"94693 Christian Locks, West Jacquelinemouth, ND 08319",08,2000
v01874,PULSERA,188,26/11/2022,2,Jessica Guerra,oconnorsydney@example.org,"PSC 1979, Box 2600, APO AP 91226",11,376
v01875,ARETES,101,07/06/2023,3,Aaron Montgomery,diana73@example.net,"6434 Peterson Mountains Apt. 445, Mariaside, TX 24507",06,303
v01876,ANILLO,340,08/12/2022,4,Debbie Fitzgerald,charlottebush@example.org,"1226 Jones Gateway Suite 903, Port Ronaldshire, MI 86928",12,1360
v01877,PULSERA,84,25/04/2023,7,Ruth Sweeney,tmiller@example.com,"8744 Eric Brooks Apt. 506, New Amandafurt, CO 63880",04,588
v01878,ANILLO,493,12/06/2022,9,Mr. David Harrison MD,holly18@example.com,"0749 Wright Green Suite 554, Lake Eric, VA 24829",06,4437
v01879,PULSERA,487,19/10/2022,2,Johnny Howard,tpalmer@example.com,"52252 Williams Plaza Apt. 702, Crosbyhaven, NH 94723",10,974
v0188,COLLAR,121,05/09/2022,4,Frank Crawford,gonzalezpatricia@example.com,"48809 Kelli Forges Apt. 554, Weekstown, AL 30388",09,484
v01880,ARETES,466,28/10/2022,6,Anna Miller,boltonbrian@example.net,"59120 Edward Expressway, Mitchellshire, VI 16144",10,2796
v01881,ANILLO,50,09/12/2022,4,David Miranda,christopher45@example.com,"15269 Andrew Coves, Brownchester, PA 80593",12,200
v01882,COLLAR,229,05/09/2022,1,Eric Anderson,imiller@example.org,"05316 Walker Inlet Suite 899, Josephstad, MA 39862",09,229
v01883,COLLAR,365,07/09/2022,10,Joseph James,sandovalphillip@example.org,"01979 Thomas Extensions Suite 016, Deniseside, ID 87084",09,3650
v01884,PULSERA,120,18/06/2022,8,Austin Meyer,spearsjennifer@example.com,"USS Swanson, FPO AE 29042",06,960
v01885,PULSERA,471,05/04/2023,10,Robert Burton,muellershannon@example.org,"0354 Katrina Ridge Apt. 854, North Johnathanhaven, VI 76635",04,4710
v01886,PULSERA,113,16/11/2022,10,Katie Henson,jbrown@example.net,"455 Nancy Wells Apt. 697, South Rachelborough, VA 51934",11,1130
v01887,ARETES,90,06/07/2022,10,Corey Wood,grace81@example.com,"6761 Fernandez Radial, New Suzannechester, TX 98744",07,900
v01888,ANILLO,78,11/09/2022,4,Samantha Riley,hcarter@example.org,"819 Courtney Rest Suite 549, South Dianaburgh, WV 35895",09,312
v01889,PULSERA,127,28/01/2023,6,Christina Jimenez,kingbrittany@example.org,"2082 Christopher Radial Apt. 883, Jesusmouth, VT 05272",01,762
v0189,COLLAR,450,10/04/2023,4,Melissa Hicks,elizabethmccormick@example.com,"875 Cardenas Radial Suite 977, New Jodyhaven, NC 74915",04,1800
v01890,ANILLO,93,28/12/2022,3,Brittany Ramos,yowens@example.net,"638 Schmidt Neck Suite 881, Mooreborough, MT 34383",12,279
v01891,ANILLO,235,15/02/2023,5,Jason King,mary62@example.org,"120 Evans Neck Suite 054, Huynhside, PA 59113",02,1175
v01892,PULSERA,390,30/01/2023,10,Monique Johnson,kenneth36@example.org,"792 Shawn Falls, Guerreroview, WA 89826",01,3900
v01893,ARETES,291,07/06/2023,7,Jeffrey Lowe,josephbrady@example.org,"0114 Greene Mission, Ryanfurt, MT 89707",06,2037
v01894,ANILLO,327,26/09/2022,2,Robert Baxter,bprice@example.com,"52875 Juan Falls Apt. 525, Port Michael, MS 19594",09,654
v01895,ANILLO,495,25/02/2023,10,Carl Spence,bjones@example.com,"255 Julie Passage, East David, AL 66551",02,4950
v01896,COLLAR,59,18/02/2023,7,Jennifer Horton,pedrobrown@example.com,"110 Tucker Manor, Timothyport, NM 69570",02,413
v01897,ARETES,60,04/10/2022,1,Sharon Williams,barbaradixon@example.com,"7994 Darius Crossing, Briannaborough, NY 16935",10,60
v01898,PULSERA,151,19/08/2022,7,Alicia Murphy,emily38@example.com,"4230 Ramsey Highway, East Brandy, ND 04600",08,1057
v01899,ARETES,415,29/07/2022,2,Mary Robinson,kylemorrison@example.org,"0428 Paul Villages Apt. 727, North Bradstad, WY 46875",07,830
v019,ARETES,122,09/06/2023,4,Alfred Nicholson,scottryan@example.net,"257 Byrd Roads, Nicholaston, ND 67433",06,488
v0190,ANILLO,136,25/10/2022,9,Tina Delgado,dyoung@example.net,"724 Lewis Field Suite 977, Stevenmouth, MD 14937",10,1224
v01900,ARETES,499,16/09/2022,3,Danielle Thomas,martinpaul@example.org,"70285 Amy Tunnel, Elizabethbury, AL 10011",09,1497
v01901,ANILLO,472,15/04/2023,3,Oscar Esparza,kaguilar@example.net,"47713 Michelle Shores, Yvettebury, ME 05053",04,1416
v01902,ANILLO,471,22/10/2022,1,Amanda Dodson,sarahnorman@example.net,"82671 Powell Radial Suite 236, New Johnnyfort, TN 82553",10,471
v01903,PULSERA,375,05/03/2023,6,Leslie Brewer,nicholas50@example.com,"81241 Weber Lights, Morenofurt, NH 75200",03,2250
v01904,ANILLO,266,02/03/2023,9,Joshua Weaver,delgadodavid@example.com,"9148 Salazar Hill, West Jamesstad, AZ 64764",03,2394
v01905,ANILLO,254,06/01/2023,4,Robert Ward,jamesnorris@example.net,"278 Gina Drives Suite 687, South John, GA 74257",01,1016
v01906,ANILLO,103,13/06/2022,9,Corey Lin,allen85@example.org,"45705 Compton Radial, Lake Kayla, AL 87444",06,927
v01907,COLLAR,155,22/03/2023,1,Alex Matthews,ebrown@example.org,"8504 Danielle Pass, Michaelton, VA 11246",03,155
v01908,ARETES,82,13/07/2022,5,Stephen Hubbard,davidbradley@example.com,"700 Riley Ville, Hullstad, MN 33125",07,410
v01909,ARETES,279,21/01/2023,6,Tiffany Hall,wmayo@example.com,"695 Anthony Manor Apt. 598, West Courtney, CT 62579",01,1674
v0191,PULSERA,471,27/03/2023,3,Ryan Schaefer,douglas44@example.net,"98242 Nicholas Ville Suite 046, Janetville, GU 13510",03,1413
v01910,COLLAR,288,27/12/2022,10,Christy Mcgrath,popewilliam@example.net,"318 Debra Route, Markstad, KS 43545",12,2880
v01911,COLLAR,303,23/05/2023,9,Timothy Winters,zmitchell@example.net,"597 Contreras Junction, Gonzalezside, SD 73780",05,2727
v01912,PULSERA,306,15/05/2023,7,Danny Cox,martinsaunders@example.org,"Unit 9466 Box 3922, DPO AA 51572",05,2142
v01913,PULSERA,433,27/11/2022,3,Angela Perez,howardashley@example.com,"0407 Mendoza Port, Jennifershire, PW 04793",11,1299
v01914,ANILLO,170,13/08/2022,1,Cynthia Savage,christopher63@example.net,"818 Martinez Circles Apt. 096, East Jasontown, MH 45883",08,170
v01915,ARETES,123,11/09/2022,8,Brandi Rodriguez,glovercarol@example.com,"801 Valdez Wells Suite 563, Davidview, TX 22373",09,984
v01916,COLLAR,139,04/12/2022,5,Cynthia Miller,stacy66@example.net,"9996 Billy Road, Cruzton, AZ 18510",12,695
v01917,PULSERA,449,21/07/2022,2,Benjamin Reyes,saundersmatthew@example.org,"99619 Mccormick Pike, Port Amy, WV 32650",07,898
v01918,COLLAR,276,04/04/2023,4,Janet Henry,albert91@example.com,"4469 Lisa Estate Suite 704, Port Nathanielburgh, DE 19506",04,1104
v01919,ANILLO,302,27/07/2022,2,Tracey Gardner,julia29@example.net,"155 Alexander Club Suite 243, Dianashire, HI 55133",07,604
v0192,COLLAR,77,29/08/2022,6,James Howard,hurleycrystal@example.net,"71467 Laura Village, South Katie, OR 36135",08,462
v01920,ARETES,152,14/03/2023,9,Oscar Elliott,jillevans@example.com,"89396 Becker Way, Port Debratown, AS 47037",03,1368
v01921,ANILLO,479,31/07/2022,10,Renee Fisher,reyesdavid@example.net,"582 Matthew Route Apt. 862, Ashleyville, NE 27118",07,4790
v01922,PULSERA,243,27/11/2022,9,Courtney Young,mary29@example.org,"681 Rodney Ferry, South Brendahaven, NJ 77426",11,2187
v01923,ARETES,317,23/12/2022,4,Derek Sutton,pjackson@example.net,"24412 Copeland Pike, Lake Emilyland, NC 16708",12,1268
v01924,ARETES,379,25/08/2022,10,Samuel Edwards,mirandabird@example.net,"194 Melendez Inlet Suite 776, Jessicamouth, VT 58321",08,3790
v01925,ANILLO,187,04/09/2022,7,Michelle Phillips,david77@example.com,"27276 Ross Turnpike, West Sharon, AZ 98171",09,1309
v01926,ANILLO,136,11/10/2022,1,Elizabeth Guerrero,rodriguezdillon@example.com,"579 Chung Camp, Benjaminmouth, SD 82304",10,136
v01927,COLLAR,321,14/10/2022,7,Nancy Hernandez,lisaweber@example.org,"30154 Regina Rest Suite 734, North Tracy, NM 95031",10,2247
v01928,PULSERA,341,01/12/2022,10,Michelle Daniel,lopezdebra@example.net,"2810 Melissa Springs Suite 769, East Breanna, AZ 07916",12,3410
v01929,COLLAR,175,07/05/2023,5,Steven Marks,shawdonna@example.org,"63439 Amy Streets, West Meaganport, VA 71395",05,875
v0193,PULSERA,223,03/02/2023,7,Paul Horton,flawson@example.com,"67798 Hurley Oval Suite 823, Harveyshire, VT 13564",02,1561
v01930,PULSERA,156,26/12/2022,8,Megan West,johnsonrobert@example.org,"2388 Harrison Well Suite 417, Cynthiaberg, PW 65588",12,1248
v01931,ARETES,208,20/07/2022,7,Pamela Baker,scottbrittany@example.com,"6854 Freeman Ramp, Annton, MS 06789",07,1456
v01932,ARETES,429,29/01/2023,1,Andrea Serrano,andrew36@example.net,"Unit 8557 Box 8717, DPO AP 01257",01,429
v01933,ARETES,236,17/12/2022,9,Victor Wheeler,adam19@example.net,"874 Robert Bypass, New Peggy, WI 56062",12,2124
v01934,ARETES,233,25/04/2023,10,Michael Carr,kmeza@example.net,"9606 Ryan Highway, New Cynthiafurt, PR 53203",04,2330
v01935,PULSERA,331,04/11/2022,8,Judy Fritz,pamela16@example.com,"1252 Reese Lock, Gonzalezfort, RI 90142",11,2648
v01936,ANILLO,274,24/08/2022,7,Adrienne Johnson,chamberscourtney@example.net,"6602 Daniel Motorway, Michaelmouth, KY 06884",08,1918
v01937,COLLAR,107,07/08/2022,1,Jennifer Rodriguez,ronald86@example.org,"492 Donald Junctions, New Keith, OH 65989",08,107
v01938,ARETES,255,17/04/2023,6,Robert Mccullough,markgarcia@example.com,"2687 Whitney Road, Lake Theresa, AS 65173",04,1530
v01939,ARETES,87,03/11/2022,4,Daniel Gregory,andreagreen@example.org,"890 Hooper Loop Suite 254, Isaiahmouth, PA 50137",11,348
v0194,COLLAR,66,21/08/2022,7,Kevin Simmons,pray@example.org,"2769 Jessica Fields, Shawton, KS 06223",08,462
v01940,PULSERA,377,15/05/2023,1,Michael Buckley,hughesscott@example.net,"Unit 1642 Box 7297, DPO AE 41291",05,377
v01941,ANILLO,288,10/02/2023,6,Kevin Martin,hgriffin@example.org,"59315 Aaron Walks Suite 961, New Patricialand, CA 98841",02,1728
